Video_id,Views,Likes,Comments
FU9zLZiI5ek,352998,10895,371
H8U-TheD50g,241426,5399,316
rImpDvpJ0cc,236102,5697,374
3LzFDVj0M7U,10195207,362929,18308
3yVH_AxG0JY,3809196,79770,5628
cJl92_ytkz0,3163400,104071,4554
2RTJPTX7Be4,756566,20900,888
kOyBCI76PgE,1248113,47188,1479
Xk2BWDuUWI4,1785260,62575,2526
0baPGQSJ9QE,2546213,97550,3433
885BqdMPTHs,5209035,296752,11529
u0vMuzTa4E0,389399,14557,833
krNRRCh5srk,23184,726,22
BcapyUl99eM,46619,1628,45
dcSsISbDsBQ,16340,562,21
qZCJfoTYRKw,15358,522,13
qSW9ja7nidw,282420,9266,398
QDyyXvgxJNs,26853,833,39
YE8XjwvquYs,32751,859,19
pm30MQFAh1I,33604,794,41
aay4xnvxmu4,10117,333,10
sgNnGURFSto,43748,888,33
RqXqo_uQIyM,23944,847,27
guBeQ7bSNzY,117659,3439,64
-q8fXJ_rgpM,2509653,111975,6789
0VyCCqAA3pA,3886864,164180,7768
1szV6mDOoFw,54453,1394,122
603kr8RHTuw,6408869,205777,11117
pMANQcLIpxY,922746,16999,631
Voaseu31krA,3011,285,32
GgAo7EqFX9Y,1969,246,26
v-YLXKoGMbA,4101,324,60
n-FiEYAMo3M,5124,618,62
m7h7v81NBMg,1351,116,18
UqOzIFDrm8Y,1033,86,8
fkGQ_0Ji2_o,1452,161,19
pkirFTGTZos,1647,228,19
hGkdq9xX5-4,3134,415,23
2py586t06GM,1566,240,23
stF2ue54QYE,1668,166,28
3cWd-Gn_Hs4,1124,169,28
Qdcgei3DApg,787,132,15
5HtsuLVl7c0,1483,208,35
qEAXj9JQ1T0,2190,307,24
BPp5X4RZhiQ,1993,262,12
Wyh9XlzTbAs,1800,224,23
tuvB0Qvx3Oc,60433,3003,247
I8-OtXgv5Q4,1335,200,25
S0iq3U9XCsw,6223,798,111
uiKer-6nOak,1173,161,20
HDsCHa9cuiI,6964,600,40
afzf9RMKiiE,1487,292,16
UvoUpbdS1QY,2533,321,9
V_JbnKCs-7w,1473,243,21
LTZmQUZTW0A,1680,190,17
HgPJhN3knEQ,1048,176,4
7NPOWHBkJt4,903,106,6
wsISW_hXx7o,23948,1731,62
gk9SdDAmdDU,3403,454,50
1LazBFrVdEI,5851,847,50
SSoxbWgGqms,5858,716,48
sq6N-7hP-GE,3694,534,45
H-FXWVTurKU,13348,845,62
7nlgFGmc6BI,2040,254,16
et8RbpKPG7o,893,163,12
qMoqZXILnWc,2275,446,28
2hRXzRxs6mg,7975,1270,117
Fyun_3Wa4Sc,2497,188,15
yXRBvRS8wsI,3360,336,40
XX_Z80tgoAo,3202,468,94
ZE99oNAWaHk,1602,165,8
YzGQpOVBsIk,3936,397,32
E-Z6mCkGmRU,2391,243,12
OvaA5DExkVQ,2322,201,11
Bz-hcfSnO2c,2388,252,13
L9TGd1f52uk,2680,272,12
3yxmwEfTdQA,2195,260,12
roPhaMirD38,3106,365,33
IV716348YtQ,4954,483,103
I9GpXWsOlEM,2260,0,30
rkQU4Exc0HI,17597,0,332
t-xVGXIcDxU,4697,590,87
UpzV2YVIkXE,1703,288,30
rKJ2PEhAB08,16002,2706,653
2OwJxTygahI,2351,318,32
FVCD-CYf4no,4814,618,29
B_zr7ItKovI,2184,0,73
qNHCDIQwdho,3430,463,44
IsQQwCPWHGo,4239,0,134
8YrLltTnHEQ,5453,796,38
wlrr8ic0KAM,2113,0,92
805RUQwxXI4,3566,578,38
VsfInpGb-wk,76750,11368,1704
igNCjQp6z40,6314,1067,90
fspqtDAM9g0,5003,852,143
wZaGi8J9-Os,2889,563,92
mWE0Ly36D7A,18386,0,530
bo_Iio88WB4,4175,733,137
YnGtODLOtKE,6064,1097,167
heyLb6UoAGM,20714,1405,278
5J28XMkI1g8,27289,3481,461
FQ56StK56yM,5721,0,304
axS6wZZ2aw0,49725,5945,897
ykQLRgTJeCI,14574,0,720
LGb71lSZkls,6310,0,213
HgT8hESwXQs,10908,2182,634
dzDKeqj0ir0,106963,13381,1867
9FmVckOyQy0,5207,587,63
Z6_PL0RpK0U,2397,280,28
427kOXXF2ws,6726,905,155
LdoFCi9YUb0,7967,817,97
J9JSHvoGr1M,2905,370,38
6823xGSmEgc,1586,189,12
VzY5EVbNU1A,16267,2097,252
Ks7AhyaMxUo,4117,415,15
p31PxKlyql8,5607,515,92
rE70cGcJoMg,4457,483,53
iYyfdCyu4LA,18853,1751,220
mV8pUKrAeVA,2011,218,29
yQblejZAdJI,4142,533,73
VRBd9p9rEjM,3476,297,44
lEMISzkpTus,4364,632,93
V0nBz40pDSc,4054,516,86
mj8f9l_0tho,2720,294,26
fEGFBJGHqXY,2919,350,28
IEwz02d0_Zg,11031,1048,72
dw2gwdfTUrs,2317,190,16
fgHxeDSf7X8,7324,726,99
KLTl-Ld3dxo,3859,258,12
KxG-h82VieU,22888,2067,298
Z_sUwIb4g7g,13443,805,49
FBio9U5szQQ,1845,124,35
PRb_kHKM2Pw,1870,206,15
HHM9C1kvXB8,2174,199,11
u_AozYqO3ko,1481,111,20
FPw0J-79u8c,1005,97,6
XFAguUnU7sQ,10643,784,42
2yvqS_s2yic,13322,950,37
3qMGM9ui3gk,2349,260,19
xX9ddPj6XYw,3123,253,25
BwDZOtOBTHE,12000,1246,102
jX9qARxA-3w,2165,187,19
TUtrH7vRtek,18070,967,56
j-BnJfE-LFM,2250,206,31
tcq6yEOncYc,2781,225,21
5McFpSoD938,12823,641,43
uBx4224vmj4,20044,957,205
viOiR64FEVo,4368,338,52
gr_aFGZm1g4,1420,142,23
qPI_RY0lzJE,2248,187,18
1dro5DTwZl4,2812,247,36
XkMcdFlNwlI,8381,520,53
Zk-be6u-FT0,5180,0,77
oW8INFBtDDA,1747,72,1
ewc1XuDEbE4,4548,375,23
liTYRoTvDvE,4078,362,5
afSAfDn9wrg,9083,750,23
L_MBndouFuY,10490,704,64
tlpFkl1HNWk,2624,236,4
ZqF5Sxig1Wg,2105,198,8
wU7XMeGRacE,2797,265,13
dDeIng6dFtU,1871,188,10
MqyobXA7yDI,2151,213,4
t9YEMuLvcEw,3514,357,17
WVLTsfsUO_A,3987,334,18
OR0LWmdFZ8k,1829,163,3
LsIYjRYVXdM,3179,421,23
x-G_2Ar6cb0,29464,2511,87
MdP0GGXc0YI,3767,526,37
0WGJ5UTzK6w,2940,284,14
3rejmiwZSeM,2051,136,32
-DRArRrgNdA,3322,239,30
O0KZERo5il4,4350,179,24
NFT92fmNTIo,2579,251,36
_umRBQfcV1I,5250,414,18
AA7DKsKWots,6412,348,57
CmbF1PuC5CI,8124,698,113
lubNidRdBO8,143782,7456,970
stGrTxJ_sw8,3542,282,10
tjIqMDVv6ZY,35556,2803,109
YSVXkVnWvlQ,7776,843,76
ARdbF6a_Nc4,19091,1547,95
Pi3e7A5FiYo,3689,204,16
nFqBl5C6xow,7092,399,11
FsTMKcz1OBg,3351,190,27
9AV3GiNe41Q,25098,671,65
MsRQHAAP6Oc,44202,605,28
ivkMhZq3ac8,236615,3169,181
8CQ2he9spV4,294095,3736,272
2BGXisxNKzY,4229,306,24
cXBix5PzoOc,6721,676,53
oP-e_tle-fw,31333,539,17
AF5Y0GrEi_U,4926,537,26
0n1ptXPQUVA,4000,315,16
sYRM4h6nh2U,6835,745,35
zbSnTcQZT3g,43738,914,71
PDtKBLOkqFY,14547,543,24
ypQrs3RPygQ,13578,820,76
S45VV6tOpwM,23195,1480,96
Vt07LoP1LPM,9326,328,7
GDnq8L_iJ88,65440,4479,99
7EQEsz2ZgtU,4436,342,3
bt7N_7LnzpY,28997,519,35
pN-2HU64zDY,10381,562,5
aQV1t72UwDU,88053,3514,364
d_4LWnixMnA,4941,540,21
lqIySish8BU,29651,713,14
l6KccPWC_OI,9374,421,41
OlvOiNNOlzY,1602,167,2
Z5HnnZn8oro,16495,877,77
txzJsM1S-ZA,25696,1047,95
0v-NmBTO_3o,2081,178,1
iwsseGz0SdM,2672,213,20
4947rjqO3oA,2767,159,5
_WoxXv4juNs,7390,556,29
y9TTHmrDJ4I,3767,355,26
x45_VReDf_w,11388,1206,134
Hf3B98xoOsE,2978,288,19
CW4j9TWqbhk,24574,2296,198
7mQDAj39iOw,2193,313,21
3p0DXthqWWQ,4262,172,2
OQHtvY2-Ooo,2824,268,16
JxXsi3nko1I,16820,1496,127
2UEvl5NslRQ,4049,383,27
25MKvVixayM,43734,2878,213
QhVH0LOJVT8,2220,230,10
l5iyMX3rOg0,7754,565,34
zr2dRKsfNUM,3228,428,17
4M9d3IdshGA,35797,617,51
5TJAIFhkODw,59214,645,16
ZjM4QWABg_A,2932,254,13
iYkIbLhwhNI,2802,282,21
ce9y2kAbyxE,3235,372,18
RoD23wpRzJY,3247,343,14
ikAtnDLG0Yo,15473,352,8
PdrQWfhlOpk,2037,224,12
NF2nJDbSELQ,12618,598,39
g1DK-srH13g,4266,371,40
xIzhUj0-saQ,407842,1598,103
5tRxGUDPLsU,3702,354,12
A-8teOZOCHw,4278,417,13
Huyr5xFkpBQ,3981,333,17
wXOlTaNY7GE,10890,435,37
UKcT0ze6pRQ,10891,880,56
hR048QM35JU,26960,961,66
NrhiVru7fYM,24697,457,12
3hDvcuFHlts,4192,368,10
Gq1C-Lqv1gY,5182,517,26
Z2pOMLdDnTI,7837,647,24
GAkK_OWLcuY,4715,386,15
rG_D6C_01Ec,799530,1924,442
dxDVMeAEO0o,15379,366,12
qdP_4mdCBpw,82699,643,32
b_6itlbsJkA,4507,392,15
4bqMq_egnTg,6439,459,24
QVmV_MIb-PA,14339,908,66
6iAIEP56CHw,57114,949,53
sBGFodDLU0A,119984,823,101
mRayKFPhQxo,30448,677,28
d0T1gxLqyiQ,28438,473,49
vzsrsP_i0R0,23132,762,62
ief4HtNW7O0,83955,598,51
pnkEMSm7v1s,4092,386,5
IdZ2x_dSsCo,53306,525,109
brPV4eo8osI,9307,382,13
wYwc98WXFnM,7201,339,9
Gj_0MxlJemg,10311,456,12
fxDFoj-SNPA,10143,279,6
tdUnAZUD2H0,12286,355,26
N0kFzvfJx7k,17610,597,28
085jD-lmZy0,8102,701,26
ZXOLpMylh40,5196,407,28
tjz_C36mQAU,11509,458,21
T8x2bIT4z2E,51644,4356,147
ut-FEPOcVZo,27758,841,28
kqqEtnM8VNw,265878,1526,199
3mShxd3-qAM,14062,1245,56
_nfCJ9-xxuQ,8751,366,11
N90MOMbDQns,23353,386,12
QqOSRSU4MME,5425,622,18
GMjQT021sa4,145569,693,53
pdxlB43isq8,67053,654,19
XhYZF8vSVLM,550374,1929,489
ILMe160U08c,50675,1273,39
kC6Gq-xYsPY,117533,760,45
C9swsn1izSk,43196,698,26
vzB1u7pqRfc,125109,696,38
5arEQSsz8t4,30947,515,17
4uYZjKt0jlQ,48344,587,51
0CbqKXxw4JE,104599,677,23
b7HtnARH5EU,68708,757,38
Rkk7iFdonr4,90001,1121,85
9sHQw1a9iaE,33988,750,22
FDYax2tk7Y8,9143,598,35
JyL0f5sEaD4,5165,403,10
KKfaGMISRro,452413,1265,88
krSgCumLC7Y,9914,680,41
R1dlgm_O8z8,130216,1027,35
tr46PS43PU4,114402,706,26
g7Q9Yh0DvYk,163433,681,43
WDJjuoEvJzo,264691,1024,65
lX2iq1ktwqI,84891,961,100
m5WU3C8YwMc,36679,404,26
_IZV5pxrD2s,67238,306,58
fugrWo6nlW4,86342,690,69
haM-WYn4LTk,42550,601,38
ry68ZrwQWYM,350860,766,208
cvxcacAZeaM,15845,387,14
7MLd8mJjL0E,27515,463,23
cVuh4u6yut8,72924,753,34
fzeYgvlkDdQ,196114,978,105
6p3Ihs4oqAI,3752,326,24
0S6CU2WOwWo,12158,719,20
3-rifZdyx1k,44212,436,36
pFrUFjl1DDU,26835,1410,55
uR0hG6Emjt4,192565,939,27
Xsh7VXM4P2c,6862,1102,47
ddUckrrNiow,51767,562,36
YQosKO0c0pg,54770,412,34
5GZ_c-wZ19Y,79731,554,28
gtqgCITr30o,24287,336,8
M_XUvfdH6u0,207935,2883,339
VgVbqVtXR-E,206915,959,76
OYYdSTtyyuQ,76483,506,59
q5NK8XlO3Kg,151425,1243,62
-Qtpk40uL98,27608,735,18
KE6gPUAytR8,31063,590,36
GRmp6Bqti24,196299,643,52
LJITKxZqsFQ,6417,400,31
cMWH285zY3E,55224,419,22
XyA135a5VGQ,101511,611,28
zBZLx0WhxtM,79428,710,51
s_GawW89IN0,61105,1425,97
mREQNzblKUo,9358,558,25
a76uFKPXuAs,32900,719,28
NlvN7qy_6gY,153944,4196,203
3qf3JSJ1VBk,5368,286,12
Q_GgTgIoH7g,119936,2366,126
OVmQJedVWms,6920,1031,82
swdaM_vMmQ8,39892,754,24
H7b20Wpy2aI,6988,626,51
ZIz3uSP_9SQ,2790,232,23
xS58WOKQeTA,13868,506,51
WpY9KIwbEK4,45504,2566,55
sv8bqyCuEE4,30343,650,65
CWICZ412CLU,95624,5369,173
2wyCcGbI4iE,4189,410,19
jJ4j5dFMEkc,64282,1275,88
WG9TNGDh9R0,16727,563,23
jgoHnZuDagE,3764,268,23
RxwxX01BJG4,52636,523,158
WxFtzg8IAOk,16819,621,45
V-6K8LkliD4,7001,299,15
96Fz8rhCZ4o,12135,775,42
9sCsCJfcROE,9213,580,48
Fje2_WCwKCg,17669,987,53
fZTE-C2q4s0,41932,619,89
s-RTLUHc8F8,46057,2796,161
3jqoCH9hHyo,17658,923,33
VH957ONFmAw,91292,4161,101
zoUmTI8F-2o,16413,1518,19
H1iHuafvvfM,7549,734,6
zE0ZrIvKBm4,5767,602,11
YR4p3ncbFCo,5936,686,17
mYpQOgfHq1k,9459,954,20
LxvzkGHlBsc,21513,1518,64
jOLH8CgQ-X4,5421,387,21
CMq-1U_y3r8,19744,971,90
5uIBhuJMVMM,20424,1189,253
EsO2LKaHgzw,484061,2455,214
iiGmFHi1XMY,8327,520,30
kIYiQoBD65U,29037,446,71
fkpgMhJDdrg,238030,5500,3794
f3U4e6tdtbk,3509,372,18
O5X8Rjet2NI,24375,938,309
yYM0QgU-x60,3510159,80826,32498
nz8ES6Gg7PM,27718,723,318
lc87Mwzpa4M,8078,674,34
v1Vuur4l8vQ,17008,310,31
tGY4Xfmqv9U,729482,1913,55
zI2arVfQpHk,17646,567,35
fCAbwCnEgb4,11216,490,13
a2-F1wE0q-4,35865,1169,54
7JSUNM9TPC4,13078,1093,45
yObOEd2jcoQ,7184,650,37
3ccjp60NDsQ,12957,966,55
3QwuOvvdjC8,38916,2096,84
FLYr142mFoI,11511,839,30
bcs_xkscpkY,15578,893,33
BoDSnN-cSMg,31510,1397,60
0LJLISmLg1g,26684,1462,281
l_wgVBDRQuA,31902,1583,92
YIyHK8qIJNs,73576,2198,72
RmSZA8GiLzo,2216069,6901,471
nLPwYVcaFtg,437665,4097,303
ul7Ff8aVkow,20282,1083,46
RQ2gb1ZJn5U,56698,2016,85
QVH3p0buWyg,36369,1202,21
RIjBdXGMfBI,47377,1208,47
or6NdJytQ4Y,14917,1092,71
aHJqzJ7TZw8,17232,1318,148
4jtuS7zogFg,14345,908,27
WY0HbFYhPi8,87927,2338,110
f9NiBdb2Gww,1002103,5408,346
TnWX6oVpzxk,32678,1748,34
pr2w-avaTaA,243335,10335,267
NeNHy0vhfCg,99671,4558,105
CHEEEV2X-qg,136671,3227,83
IU7iPnCGCuw,34248,1880,60
TCmv-ut_ykU,144872,5010,179
iVXDt4Jh0Kk,42056,2396,90
tz31rcPiKoY,20231,1362,44
wiAcxTy0Lak,132459,4889,319
A5k0b-uMO80,51106,2804,107
iGUgRoFq89Y,89989,4088,398
KYqVE4i4EhM,61590,2125,88
aTXXpO59r-g,34643,2327,97
XIB_piAesTg,276753,5368,185
Nm-7ZubzeD8,1814804,6340,506
PMoJoCtjIMU,58359,3262,83
IvU1S2B3Pg0,32964,1442,81
pRLDtbxeTZ8,16115,1016,32
5b8LS_Nq780,28362,1710,36
qBaiwFjFGas,50894,2096,87
btPDjJ-2fgE,36938,1686,89
2PMIqyCBCNI,44101,1619,80
jXtVGU9RzUA,47182,1283,54
ybddN2oFOmY,161336,4611,135
HWA8F6qbzPI,4165772,17135,713
dSueuV9IRpQ,1725557,30566,2362
JZk-4aB8QMI,373149,4474,257
PgRRYg9jbD0,2048130,18596,574
DDg5nkcagOY,248397,3073,135
a2h3jd7Z8GU,113190,4558,402
gdSB1xkK3Rg,1403099,31632,2849
lq6WaSKrzw0,9627,871,17
a9Ow8yckuLE,112511,5363,212
IraTLixJLqs,14443,931,34
IVvPcKNnFCw,32159,2553,58
W2V4Y-e3lFg,8036,582,51
OIqx3aOx8wo,521603,3020,136
Wcg0eStfWeg,5352,417,27
rTuTYBYNQaU,222522,11181,279
4LdhRmFY6_8,13678,1158,90
gPKFVzEuWdk,14783,1681,46
ZdeFyRaqK7w,12251,1518,41
fmXC2zLxHY8,19106,1090,108
eYpnm-lWb2M,16706,1524,92
mBGMVZTsG_4,26704,1830,103
ArHbkKeKYC8,11749,825,70
_QEsLci2UOo,15514,1254,35
Z2nFv0J9_xQ,7645,561,27
VBGEWYwYBtI,12827,779,34
1uVg7MLfZXI,19394,1426,63
lo2AQCNXseo,23922,1351,64
uXpgj2mC-U8,18774,1000,44
pAcoVyaOW5E,36361,3900,518
apB1tRd3ZqE,54148,3098,189
UNmB8_lNlGo,77104,5062,144
TkdYT-putiE,246100,17860,768
glZoONfTj0g,11761,1077,11
PpSh7Au6uEI,144697,8834,195
OvyJGD9vOfU,23865,1392,36
VZG4Z0QU8Xc,37224,1705,53
h8lF49Hb7hg,25083,1276,56
Ku-Ys-YyOYA,14774,1132,39
5n0DPjgo30A,24630,1441,74
3B7g5Q1qbfU,14501,810,25
PGppllF8w7w,43530,2602,187
ffDyA7BBlA8,26421,1464,52
QBsxN1YKUZM,12966,1332,68
XJWD7ZoAqpE,24354,2306,152
yBdXxbejJaI,13664,1003,43
uxZJcE63ITc,34488,1597,60
U_-vHKobah4,18265,1289,35
WLpXg6eGPvI,39628,3348,219
YLJ3x7BUsd0,11834,1266,53
sO9a5to7LBU,35588,3482,70
jhu67txbB_Q,18281,1905,54
zr7vjCc6o3Y,89264,6991,200
52ouFzdfA_g,40766,3610,79
ACox-jPq0lw,151014,11010,198
0GCXuAp-Szc,50957,5748,178
TVjzslm2QO4,254745,15699,264
OQaXKpeYY9Y,37640,3578,80
u6C_RHwMJI8,88320,5483,120
M_H5dv4nrCE,40033,4350,75
uDNNBiST3ls,84010,6611,154
1yRLsc2Co6I,41082,3863,91
bPR_cQaZB7Y,74223,6978,189
_hpyoaltnRg,69297,6202,139
KKnkTDaCL8c,108429,8915,228
5ytuYyjOTJk,292643,18088,358
uWshKUNyCu4,23834,1800,111
V6SdjHVLjnM,113561,6094,364
g6pIFQJ3B2M,62330,3760,106
sWNaplVUspk,518851,40668,743
DtpDIt_UN1k,69324,3357,139
xtp8tDQD_5s,124711,4564,286
e37fodV6B-U,12810,1314,65
UmudIrg3TDA,57107,2036,226
Z4bkdMMHRG4,18755,1556,51
wFqZSuZSW68,85522,4163,96
RrVKPHonJJg,746369,19532,690
7OTnu_7NUx8,10781,977,39
e8UlbFpk4FQ,31318,2243,180
8T9X-VbLnK0,136623,4742,175
hSqutd1KhGI,19021,1993,104
OEDruqIK-28,28626,1689,124
l1U7D0mYc4c,38375,1510,151
LAvbVNS1Tdo,18774,1138,87
pMDflguTnzQ,51454,2377,160
y6-HN7YYThY,38366,2130,189
t8JxLlrrKIg,6263,661,185
aafq9yadBYs,42379,2253,128
qm-sBnbWW7I,22603,1544,77
86Fz3YuRnE4,40218,2625,90
uX-LD97ivyI,22929,1498,77
PrZq63oEjZg,24112,1397,123
7E7VYVpwDfo,144326,5493,567
MTPUqW8E49c,43047,2079,365
NhMVU_3CKW8,15858,846,27
avSm6xvaY7E,2658601,17114,4351
nfbKhmxwqLo,829783,21836,2364
ouTWFasodDU,90061,5506,222
Vs9XRhiI-nU,33390,2212,90
lb07B41P89o,21113,1309,51
cQwOTluOMAw,28498,1803,97
vAp8ouLSNv0,15047,1414,97
E7vHWS0yNQM,39550,2786,82
-YuLiSKSSBI,91913,2866,144
Is2EqzeWFco,212474,12797,557
1Kr_gUCTV4E,13409,1083,99
i9aeKGlzL5M,21951,1594,79
n2OP2ILEF04,46694,2309,119
4kDdJHcRXQM,43765,2686,127
gXehodJHues,85479,5281,188
_5Qs91bU884,34290,1532,134
x8VKaDrpDcE,64608,3967,161
UcO7bx-BQvk,41349,2736,120
E2h7ESH1s7s,76709,3855,272
ma9oJB5gHdc,8628,923,125
YX0SJzBs-r4,131233,3816,450
NQ28n3vQvlA,20625,1601,101
4C3B_Dsb6NA,43844,2447,117
aXK6Lpmo-zg,50995,2508,216
p0lOnuO7mqM,68670,2223,312
B9kgbYpVQ3Y,37970,1791,47
ABKOh9W8un4,143114,4174,733
zk5f8_hGMi4,35710,2382,78
5ZNOeRmeRvQ,163215,7377,217
ckJHZziyNC0,1467991,46575,1980
vVFsto5mbMU,22656,1544,50
MqSr8m3oMlM,62495,4258,252
g4Bg4rtc-cc,265246,13144,540
r8AFywfybI0,38659,2622,144
3tZUePwzw-E,70338,5764,205
-CbB8iBkxRw,43096,3629,189
BDkNEi5jbkA,88267,6285,247
Pyn9TXnBsDY,49175,4939,417
cjrBO6oF5Hk,14331605,83487,2419
2kfzNjx-Tko,430629,14387,451
0ZgqZ96ZZFc,114349,7763,316
kWQcPy_pLeE,86260,5877,163
0wzw5eOk_Is,73344,7724,318
LF5JxTXghh4,11766,1372,60
td4el8PBiss,412332,18963,980
oGume8uUXrQ,16162,1668,77
StTSpLgXQJY,885640,57718,0
l5WJ5BXeZKk,36964,1899,93
Siuq9EaLOEQ,116979,8458,541
MWTWiRrcNpg,113361,14145,429
WNKHVBSYLbo,124651,19023,927
JpJVXqsOxTY,66974,4395,249
1yFM5StELrc,101234,6955,422
JuZVKRrZ4wU,163155,13308,717
70RIg8q5DJA,375714,16300,1205
9xochzRrdTI,637217,15059,1252
-cQLD21GWcI,14237,1402,89
gampfybYnbE,9533,1112,58
LR1m4gBe7lo,10079,914,30
WXC58KBtC1k,14414,1209,61
_iCkI_YDw18,100118,7526,1358
nP792oc9mS0,23146,1857,66
DvVI_GiUl18,5742,616,26
THXFB5Yvvh8,11339,1140,162
Mub7Rqejvd0,41535,3663,198
r72Qk4PoR7Q,48479,3927,250
iVCUfTUDHEQ,17882,1610,102
-T2aACZ7J-M,30953,1928,69
XTpBx2w0Q5s,26069,1426,41
a77TaVmt-4k,47903,2339,74
1Hk6Q1OJq4M,6341,394,36
QU6I_2JkyVI,23982,1519,45
qHuUL31PhlA,59980,3754,161
jnrHghrQnW4,37866,2098,138
ebL6tnaCJGU,38127,3095,224
c4G1yR8AY1M,133044,8564,493
-9RY5cEbyqw,9576,846,39
wEQ8i6tqY5k,37655,2933,52
o3UauFlhExg,16058,1254,79
HsV_CnpJ9fw,16155,1918,32
RUYAc4UjKx4,31986,2718,61
dDXEdOYnOHo,28176,2505,50
G9q5feh-hRs,41202,3519,124
b0g6DFqf4DI,67831,6681,187
mxdDsjeP4s0,9233,970,22
OL2Ewu8-RWI,9069,995,20
DaceLYBI7pE,28019,2561,83
TDEcsTKfvBg,35532,3254,75
zxMlN7jNt6M,45959,4222,91
1m6EQdzvKbU,24861,2163,35
VX-PLyzf0-k,29201,2819,63
WczR1Q8XTWA,8351,984,27
8ROpsipLPqI,21817,2220,45
WWoyrI7ladY,8446,743,22
Xsq-rsGROzQ,37552,2966,72
-L_Z4XEf1QY,23683,2099,48
7d72DeP0N64,16812,1737,40
O749vTdTYNI,9691,1182,32
En8cm8cDk78,5217,662,24
oaT3ixP0X5Q,4575,637,18
p-jHqbytw24,4905,697,20
CrOfLvu3iZg,5142,823,26
PP4GssvjtPU,32913,1621,96
1TVCbMKEflY,23397,1528,48
Gxw_1gWArlk,4194,588,24
-AF2sP-Ytzk,40482,1743,43
oVLKhbupsjQ,54472,2876,110
M_44VMGfSBs,6088,792,29
EEf1h-YrZZ4,26691,1587,47
zmdzoNnkPSo,6183,911,34
3m3-ga3Boa4,26081,1284,36
Q29CLm2nw-A,9967,1371,49
H19XuQnlyQU,12889,803,25
VQVTyIgCdQo,30792,1337,21
i2X4UHmTwuo,4453,505,15
K5Fql-ymeS4,18322,912,27
aOyZ9tCcf1E,54061,2406,50
RmzycIJd_lA,12308,661,25
QoKFZZJ4xys,41636,1570,42
pC2L0cZW57Y,18083,1042,20
b0rEFZnsWeI,30583,1607,34
-sTEpcXXWkY,71443,2843,61
UpEcCqfiAwE,25078,1036,38
e3TozwX3AhQ,5750,586,27
m_ZckUZlB7U,20036,2029,53
kyPEg0qJzb4,5654,606,15
B7MXqu431-M,44791,3041,128
LJOmPDFxocU,5620,617,19
8A6T6yDwCxQ,4482,560,17
_c1VGGi5EyE,4821,612,19
iID-Uvt5fnM,6506,678,17
CqtqWOc3D_I,8287,884,27
BXaqHSFtr1M,169581,14174,411
PFHrtT-pRQU,24116,893,34
q9Ke8u2PJ98,10319,1212,112
qgCov_vRxoQ,4979,484,25
7pEwik7Yw_0,55322,3719,95
AQ3umakB29M,34888,2176,55
O1ix0lQRGRg,42151,2998,70
kdwPaGcMDLE,33638,2293,71
H5NENSvtnAY,98974,4866,484
rVv58Hb7UKc,11814,1137,53
inUc-wrUgs8,16396,1467,255
5XlFAX0YL3A,135880,8450,211
FZPBhHCahyU,219596,11101,271
Iv71CrKklnQ,58931,3905,200
3BH9dwlZ2CI,51231,3424,95
iTmvNieN9Pk,19264,1427,37
5D41qh3wBXc,18487,1672,474
MYG8RVBbSd8,8847,727,25
gooF8RNOvN8,11113,808,26
-DXPFVgFYzM,22005,1534,56
5PUnc1yjvd4,5771,702,27
cKHjJmAlSFo,13022,1001,37
yJPn9927S3A,9415,989,40
L3Qlyd0P_P0,9659,1030,43
70vT6kAmNUA,308632,15875,576
twU9N2SHdRM,22177,1453,166
ecVEnk6tajQ,19804,1310,47
wptPB5oC6gA,20245,2246,90
tNvt4vH0NAg,58753,3024,153
2Py6ZUnNzxw,29910,1363,58
ws0IaTqAe7w,51409,3177,87
mJBLmleVoaA,38379,2387,43
_ifDNghRpcM,52305,2964,161
9byf5O8y17Y,90218,2658,105
H6S3hDbKY7o,77356,4927,196
-8hw_5bNUGQ,105064,4634,362
skKhoQVGnCk,67699,3983,300
9gDl6hCW8Ws,201056,10447,768
MMaJ75BBkpw,218227,9003,555
rNN2-77mbJA,301866,11620,583
6L6Plxb8Geg,55965,3076,120
7mgTlf4l5ec,318642,8565,1207
JoPptfpXiqg,171218,6586,547
7jngPJSHh1M,1165320,46990,6561
GDtRgHWub9U,41958,2630,151
kUtULQObu0Q,45512,2924,51
cpzfNF5sDFg,64425,4353,124
sPqCLJCfxFg,27552,1588,40
VAUGpk0NtF8,8100,727,25
W7j8tkKTilI,12379,496,43
J4TlRilPAYE,53674,2869,68
Y-2n8oRO_Ws,43175,1973,156
RWiLv2n31Ec,28152,1717,37
iRAlU3O0As4,4767,540,13
OvXYkb-mIsY,29732,1540,69
EHNdA3Z8F6Y,60919,3365,88
l1S0JYZze4w,8178,925,24
cqdh03H4YPs,70478,4010,108
JRpjkCGLupo,53261,2980,71
25MnDK3GKxI,6813,739,25
0PfXSXhISo0,40054,2085,52
b6WalDFRgNk,7604,917,28
irDptbIEhJw,43091,2074,27
hcLNCvKR_6c,97320,5171,151
VLqGyte8We4,23072,1322,45
RmplcAVCptY,7494,738,26
yjR4m36CaJw,24617,1433,36
enZze2UwNrU,16311,508,20
XtmjPzFg3KY,101778,4786,121
DsBQsvUGv8o,31157,1640,35
WURCnFR9XmU,8336,911,66
IbePkDl9YuA,56634,3263,104
Ao7Sz3gdmNY,2681434,154905,3494
